cafeno,name,r1,r2,r3,r4,r5,r6
37905,투썸플레이스 고대sk미래관점,어제 새로 생겨서 아주 깔끔함. 직원들도 친절~ ,,,,,
37931,14그램,"아메리카노, 라떼 다 맛있어요",,,,,
37961,빈트리이백이십오 고대점,안암역 근처 카페들 중 커피맛은 손꼽히지 않나 싶다 가격도 괜춘하고 분위기도 편안,"변함없이 맛난 커피와 편안한 분위기, 강추합니다",,,,
37970,보헤미안,안에 인테리어도 이쁘고 피아노도 칠 수 있어서 좋아요. 주인분도 친절하셔서 잘 쉬다가 갔어요^^,,,,,
37976,카페로뎀,"커피가 참 맛있네요^^ 개인적으로  산미가 있는 드립커피를 선호하는데, 이곳에서 맛보는 석양 아메리카노는 제 입맛을 만족시키네요~~ 맛있는 커피를 찾는 분들에게 적극 추천합니다.   차량 주차도 가능해서 친구들과의 만남도 자주 갖는답니다~~ 최근 신메뉴로 마카롱과 아이파베스 치지케익과 생초코렛이 추가되었는데~~~~~  역쉬^___^*",,,,,
37981,이디야커피 상왕십리역점,보통이에요,,,,,
38021,더멜팅,블로그에서 최악인 글보고 기대를 안하고 갔는데.. 명란파스타는 진짜 맛있었어요~~ 그런데.. 바베큐메뉴에서 고기 진짜 질기고.... 밥은 무슨 누룽지인지 탄밥인지 버린밥인지.. 알 수 없는 밥이었습니다... ㅠㅠㅠㅠㅠ,사장님 친절하시고 음식 맛있어요 ,,,,
38025,커피프로젝트 안암본점,맛있고 분위기 좋음,최고,좋아요,최고예요,공간이 생각보다 좁지만 좋아요~ ,
38038,해머커피로스터스,커피 중독자 공인 학교에서 5분 거리에 있는 카페 중 가장 맛있음. 번화가나 연남동 이런데에서도 이정도 퀄 찾기 쉽지 않을듯. 차 종류도 다양하니 좋음. 커피 못마시는 분들이 껴있어도 데려가도 괜찮을듯,커피 존맛,학교 주변에서 젤 좋아하는 카페~,맛일는지는 모르겟구 쌉니다,안암 최고의 카페! 통유리로 청량하게 보이는 학교 짱짱,
38041,도반커피,저렴하고맛있었어요~♥,,,,,
38096,린다스,.,최고예요,최고예요,2019.10.14 Linda's,,
38116,공감&소통,신천지 위장카페였다네요 주변에 사시는 분들 조심하세요! 주소 링크: https://map.seoul.go.kr/smgis/webs/theme/themeMapCopy.do?mode=themeMapCopy&thm_theme_id=11101856&map_type=1&list_type=0&order=0&xpoint=126.97427113273459&ypoint=3...,,,,,
38121,콜렉티보 안암설성점,최고예요,왈왈왈왈왈왈!!!크르릉...킁...왈왈왈왈왈!!!!!!컹컹왈왈왈왈왈왈!!!!!!왈왈왈왈왈왈왈!!!!!!!!!!!!!!!!!!!!크로플 혜자에 대존맛 꼭가세요. 벌써 n번째방문 별점 4->5로수정,나무로 된 인테리어가 정말 괜찮았음 구석구석 보고싶었는데 쏘매니피플.. 음료는 걍 먹을만했음,분위기 좋고 고즈넉한 느낌. 좌석은 엄청 편하진 않은데 여기만 가면 맘이 편해짐. 근데 아메리카노 4500원인가에 한 300미리도 안되는 비커에 담아줌~ 마카롱도 그저그래요,두번 드세요,
38126,공차 고대안암점,9시부터 영업이라해서 기다렸더니 30분 기다려야된다고함,먹어본 공차중에 버블 제일 딱딱하고 적음 최악,버블이 엄청 딱딱해요. 여지껏 먹은 버블티 카페중 가장 최악ㅠㅠ,이 동네 유일하게 24시까지 운영하는 저렴한 카페,,
38140,커피소,높은 층에 있어서 탁 트인 창가 뷰가 좋다 원두 고를 수 있는 소소한 재미도 있고 선곡도 공부하기 딱 좋음,안암의 숨겨진 꿀카페,커피맛과 가격이 나쁘지 않고 무엇보다 분위기가 딱 공부하는 곳이에요. 다만 담소를 나누기에는 좌석 배치도 분위기도 다소 적합하지 않습니다. 얘기할만한 좌석은 소파좌석 한 테이블 정도 밖에 없어요~,,,
38152,스타벅스 종암DT점,죄다 주문불가...,아침에 드라이브 스루를 츌퇴근 시간에에는 열지말아라. 출근시간에 안그래도 차밀리는 시간인데 커피 처묵는다고 입구에 줄서서 한차선을 막고있고. ,여기 좋은데 등받이없는 의자는 좀 이해가 안가요. 그리고 음악소리가 너무 커요! 좀더 편안한 공간으로 해주심  평일에도 사람들이 더 머물며 소비도 더 하지 않을까요..,여기서 나온차들이 억지로 경동시장쪽으로가려고 크로스하는탓에 아침마다 매일 막힘..  교통정체유발매장.. 하루빨리 폐쇄되어야함,평가보고 걱정했는데 아침 타임 직원 분들은 친절하고 커피도 깔끔하게 나왔어요. 다만 아침 일찍 왔는데 화장실 냄새가 조금 나고 파리가 있고 책상에 어제의 잔해들이 남아있는 걸 보고 위생 상태는 그렇게 좋지 않다고 느꼈어요. ,
38159,놀숲 고대안암역점,주말알바분들 넘시끄러워서 분위기해침;; 이런 북카페종류는 알바들이 손님들보다 시끄러우면 안되는거 아닌가..,고양이도 보고 만화도 보고싶을때 가면 좋은곳! 만화책 양도 꽤 많아서 하루종일 죽치고 있을수도 있습니다. 단점은 고양이 털이 곳곳에 있어서 검은옷 입으면 냥이 탈이 다 박힘,음식도 존맛이고 친절하시고 책 보유양도 제일좋은듯 ㅋㅋ 여기만가고싶음,몇번을 이용해봤지만 너무 불친절함. 마치 이용하는 내가 죄짓는거 같은 기분임 학교 근처라 이용해왔지만 이정도면 굳이 먼 곳 가서 다른지점 이용할 것 같음,고양이있음. 애들이 고양이 괴롭혀도 별다른 언질 안하는거같음. 고양이가 불쌍함.  책 많고 애들만없음 적당히 조용함,
38166,24시프리카페 고대점,"비추, 시끄러움, 가격은 일반석10, 프리미엄15만원. 그냥 조용한 카페라고 생각하시면 됨. 집중해서 공부하기엔 적정한곳 아닌것 같음.",,,,,
38167,쥬씨 고대점,최고예요,최고예요,,,,
38171,매머드익스프레스 고대1호점,맛나영,아메리카노 이렇게 맛없는 집 처음임.... 원두 썩은거 쓰나 왜 먹으면 입이 텁텁해져요? 아메리카노만 마시는데 저는 충격적이어서 여기다 적네요,,,,
38201,커피나무 고려대점,좋아요,얼그레이 타르트 핵 노맛. 시트 넘 퍽퍽해요. 돈아까워.,여자직원이 매우 불친절하네요 ,,,
38204,레쓰이즈모어,최고예요,에스프레소 너무 맛있었습니다~,"다른 곳과 다르게 드립메뉴가 다양하고, 기대했던 것보다 훨씬 맛있네요. 아메리카노 주문하고 빈을 갈기 시작한 후 변경했는데 흔쾌히 바꿔주시는 등 친절하셨습니다. ",조용하고 친절하고 공간도 넓어요 공부하는분들도 많구 책읽기 좋아요ㅎㅎㅎ,좋아요,
38209,빈올로지,여기밀크티 맛있어요!,서비스 너무 별로네요.  여자친구랑 손님 한두명 있는 한적한 오후 시간에 찾아갔습니다. 밀트티랑 차 두잔을 시키고 저는 볼일이 있어서 take out 잔에 밀크티를 담아서 가지고 나갔고 여자친구는 남아서 공부를 하고 있었습니다. 볼일 다 보고 카페 와서 여자친구랑 수다떨고 있으니까 사장님께서 1인 1커피니까 커피 안시켰으니까 나가라고 하시네요^^ 아까 밀크...,"리모델링이 너무 근사해요, 커피맛도 환상이고 안암동의 핫플레이스입니다^^",라떼! 카카오를 넣으셨나 싶게 고소하고 향이 깊은 맛 개인적으로 국내 최고 라떼집이라고 생각해요,,
38223,요거프레소 동대문구청점,다른 후기에도 있던데 알바생분 계실때랑 아쥼마 사장님? 있을때 가봤는데 알바생분이 월등하게 친절하시네요ㅋ 앞으로 알바생분 있을때만 가려구요 사장님은 굉장히 불친절 하세욤,음료가 맛있었고 분위기도 조용하고 차마시며 쉴 수 있는 곳이었어요. 요새는 카페에서 공부하는 학생들이 많은데 이곳은 다양한 음료와 디저트를 즐길 수 있는 곳인듯 합니다.,절대 가지마세요 음료도 음룐데 사장님? 약간 나이드신 아주머니있으면 빨리나가라고 불쾌감까지 주시네요 다신 안갑니다,별도아까움 그주변커피다싸게파는데 서비스완전꽝임  손님잇어도 그런거없음 엄청시끄럽게떠들고   이거보시면반성하세요 ,,
38228,스타벅스 신설동역점,ㅈ○○○같음 가지마셈 다들,스벅중에 최악(직원들),,단층이고 엄청 넓지는 않음,직원들이 좀 멍한 거 같아요. 오더 옵션도 대충 보는 듯. 거품 빼달라 해도 마법처럼 거품이 올라가 있음^^ 며칠 전엔 머그에 핑크색 립스틱 묻어있는 것 보고 식겁했네요. 제 동료 잔이었는데 점심시간이라 바쁘기도 하고 동료가 무던한 성격이라 그냥 넘어갔는데 제 잔이었으면 컴플레인 강력하게 넣었을 듯. 설거지를 얼마나 대충 하는지 알 수 있는 부분. 그러면서...,
38229,마이버터드림,"당근케이크를 좋아해서 먹으러 다니는데, 칭찬일색이라 기대하고 갔으나 많이 퍽퍽하고 무슨 맛인지 전혀 감이 오지 않았다. 사장님과 직원분은 친절하나 친절과 맛이 비례했으면 좋았겠다. 지금은 음료를 직접 제조하는지 모르지만 레몬에이드 캔음료 최악이었다.","웨이팅이 길고 양은 적지만, 한입 먹으면 이해됨",맛있긴 맛있는데 넘 작고 비싸요.. 그리고 금방 솔드아웃되서 뭐 먹으려면 맘잡고 오픈시간에 웨이팅 해야하고..ㅠㅠ 가끔 생각날때 오는 가게입니다.,계절마다 바뀌는 디저트가 항상 기대돼요. 아기자기 맛있고 너무 친절해서 주기적으로 가는 곳이에요!,과대평가된 곳. 작고 맛이 밋밋한 일본식 케잌. 좁고 답답한 공간. 직원들은 친절하지만 가격이 과하다.,
38237,츄츄볼리,최고예요,너무 좁아서 애들 놀것도 없고 가격도 비싸요 장안동 타요 키즈카페 같은가격에 왔는데 완전좋음,아이들 놀기는 좋은데 1인 1메뉴 이상 주문에 값도 비싼편이고 주문 순서는 제대로 관리 안되고 직원들은 핑계만 대고 있음. ,,,
38247,카페153,최고예요,작지만 편안한 곳~^^ 아이스 아메 한잔 하실래요?ㅋ,,,,
38268,잠바주스 청량리역사점,타퍼 ㅊㅊ~ 맛있음! ,,,,,
38274,공차 고대안암병원점,최고예요,,,,,
38281,카페파파고,젤라또 노맛창렬,,,,,
38287,프롬하츠커피 신설동역점,이 근처 카페 중에선 좋아요. 스타벅스보다 밝아서 여기로 오는데 점점 관리가 안되는 느낌.. 테이블 좀 닦아주세요.,,,,,
38289,카페봄,고가격(1만원대) 하지만 친절함.ㅜㅜ,,,,,
38307,카페리코,좋아요,,,,,
38308,토프레소 전농점,최고예요,,,,,
38357,카페나인,책읽기 좋은 공간이네요^^,분위기 좋고^^,차분하게 책읽기 좋습니다,난 커피메니아이커피집 아메리카노맛은 정말 한결같이 맛있다더치 커피향은 완전 죽임,조용하고 분위기 좋은 곳. 고르곤졸라 피자 맛남. ^^),
38402,돌체스파지오,최고예요,최고예요,,,,
38442,1일1디저트,조금 비쌈 하지만 이쁘고 맛남,,,,,
38476,고모네,구수한 청국장과 맛깔나는 반찬들 많이 먹어도 속이 편안해서 좋다^^ ,최고예요,좋아요,좋아요,좋아요,
38508,카페다디오,1점 드릴께요.. 현금 없냐니.. 현금장사 하시나요,어이없어요. 저 혼자 집가서 먹을려고 샌드위치 하나 싸가려고했는제 친구들이랑왔더니 친구들보면서 각자계산이냐고 하나만계산한다니까 제 친구들 쳐다보면서 퉁명스럽게 아..네..샌드위치는 반쪽이에요 이러시고 좀 어이없더라구요.. 다음부턴 안가려구요..,,,,
38551,팥고당 청량리점,보통이에요,,,,,
38558,UC coffee,최고예요,,,,,
38560,아워웨이브,새로 생긴 카페인데 요즘st로 깔끔하고 커피도 맛있어요 하 지하 분위기 최고,,,,,
38567,카페 에이투,이색카페에 맞게 분위기가 독특했고 요즘 분위기가괜찮다싶음 음료맛이 그냥그런곳이 많은데 에이투는 음료만도 너무괜찮았어요! 카페는 커피가기본인데 그러지 못한곳들이 많은데 여기는 분위기면분위기 커피면커피 ~!! 거기에 카페에서 음료를 마실때는 홀더가 뜨개홀더라는점😍 그리고 또 다른점음 헬스장도 있어서 더 색달랐던것같아요^^ 청량리근처에 진짜 넘좋은 공간같아요�...,,,,,
38598,빈스반스 청량리점,친절하신 매니저님과 아늑한 분위기의 커피숍,,,,,
38605,카페엘림,진한 커피 좋아하는데 커피가 묵직하고 진해서 맛있었어요,,,,,
38630,커피디셈버 동대문구청점,최고예요,,,,,
38652,이디야커피 서울시립대점,"알바생 고객응대 엉망이네요. 주문대 앞에서 몇 분을 기다리는데, 앞에서 얘기도 없고 쳐다본 체도 안 하고.. 바쁠 때도 아니었는데요ㅎ 뒤늦게 주문 받는데도 표정하고 말투때매 기분 상하고. 음료 내주는 것도  가져가라고 대충 휙 던져주는 듯한.. 과제 하려고 갔다가  기분 나빠서 바로 나갔어요 ㅎㅎ 이런 대접은 처음이네요. 어디 리뷰 안 좋게 쓰는 것도 처음...",고객대응엉망 손님없어도 매우오랜대기시간,보통이에요,이디야는 직영이니라 가맹인가? 라떼 우유는 쉬었고젊은 여사장은 요즘 카페사장과 달리 손님와도 시큰둥 물어보면 입닫고 손짓에... 싸가지 없는데...장사좀 되나보네. ,,
38656,투썸플레이스 답십리사거리점,이매장은 다른 매장이랑 레시피가 다른가요? 브랜드는 똑같은데 ㅎㅎ 레시피가  딴판이네요. 뭐 그냥 비빔밥 인지 빙수인지; 게다가 볼품 없어보이는 저 빙수가 12500원이라는게 말이 되나요? 누가 케이크빙수 시켰나요 접시에다 주게? 콘을 세울수가 없어서 저렇게 준다는데 우유얼음을 아끼려고 못세우는건지 ;; 그냥 판매를 안하는게 맞겠네요 장난치는것도 아니고  ...,아줌마 천지에~ 시장바닥 온마냥 시끄럽네요   ㅜㅜ   의자들 천갈이는 안하는지. 드럽네요...  다시 안갈듯   ,개 시끄럽고 케익은 진짜 실력부족 ㅡㅡ,좋아요,와 갈때마다 애기엄마들 오지게 많음  넘나 시끄러움 ㅡ ㅡ,
38663,토프레소 용두역점,커피가 신선하고 맛이 끝내주고 알바마저친절합니다,커피 맛나요...  ,최고예요,좋아요,,
38673,롬카페,친절하고 맛있어용~,답십리에 젤라또가 ....!!!!리조가 맛나는데 메뉴 계속 바뀌는 듯,젤라또 일단 너무 신선하고 맛나요! 직원분들 친절하시구요~ 크로와상이랑 와플도 고소해요!,넓고 편하고 음료랑 젤라또 맛있고 직원들 친절하고 다 좋아용,,
